timestamp,open,high,low,close,volume
2026-04-09 19:00:00,71849.3,72267.3,71701.3,72055.9,8541.443
2026-04-09 20:00:00,72055.8,72419.8,71945.0,72377.6,4197.604
2026-04-09 21:00:00,72377.6,72666.6,72102.5,72230.1,5983.887
2026-04-09 22:00:00,72230.2,73128.0,71911.1,71911.2,15253.827
2026-04-09 23:00:00,71911.1,71999.0,71539.9,71750.4,8835.656
2026-04-10 00:00:00,71750.4,71995.8,71546.0,71932.3,6397.971
2026-04-10 01:00:00,71932.3,72350.0,71620.6,72124.0,8235.607
2026-04-10 02:00:00,72124.0,72255.0,71882.3,71926.3,4051.442
2026-04-10 03:00:00,71926.2,71993.0,71770.5,71837.3,3030.935
2026-04-10 04:00:00,71837.3,72199.9,71781.9,72088.8,3096.039
2026-04-10 05:00:00,72088.8,72243.6,71973.8,72098.6,2811.713
2026-04-10 06:00:00,72098.4,72154.8,71759.0,71778.1,3516.103
2026-04-10 07:00:00,71778.1,71821.1,71382.1,71461.2,7061.726
2026-04-10 08:00:00,71461.2,71730.0,71395.0,71571.6,5531.598
2026-04-10 09:00:00,71571.6,71840.8,71555.8,71746.2,3388.617
2026-04-10 10:00:00,71746.1,71910.0,71658.8,71850.0,2996.555
